"sample_date","site_code","vegetation_scientific_name","common_name","vegetation_rope_length"
2005-03-08,"X61","Schismus arabicus","Schismus",NA
2005-03-08,"X61","Sonchus oleraceus","Annual Sow-thistle",NA
2005-03-08,"X61","Tragopogon",NA,NA
2005-03-08,"X61","Vulpia octoflora","Six-weeks Fescue",NA
2005-03-03,"X81","Draba brachycarpa","Whitlow-grass",NA
2005-03-03,"X81","Amsinckia menziesii","Menzies' fiddleneck",NA
2005-03-03,"X81","Bowlesia incana","Hairy Bowlesia",NA
2005-03-03,"X81","Bromus",NA,NA
2005-03-03,"X81","Caulanthus lasiophyllus","Thelypody",NA
2005-03-03,"X81","Cryptantha",NA,NA
2005-03-03,"X81","Eucrypta micrantha",NA,NA
2005-03-03,"X81","Lesquerella tenella","Bladderpod",NA
2005-03-03,"X81","Pectocarya",NA,NA
2005-03-03,"X81","Poa bigelovii","Bigelow Bluegrass",NA
2005-03-03,"X81","Schismus arabicus","Schismus",NA
2005-03-03,"X81","Tragopogon",NA,NA
2005-04-18,"Y101","Mentzelia lindleyi","Blazing-star",NA
2005-04-18,"Y101","Eragrostis mexicana","Lovegrass",NA
2005-04-18,"Y101","Amsinckia menziesii","Menzies' fiddleneck",NA
2005-04-18,"Y101","Caesalpinia gilliesii","Bird-of-Paradise Shrub",NA
2005-04-18,"Y101","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-04-18,"Y101","Gnaphalium",NA,NA
2005-04-18,"Y101","Laennecia coulteri",NA,NA
2005-04-18,"Y101","Laennecia coulteri",NA,NA
2005-04-18,"Y101","Medicago",NA,NA
2005-04-18,"Y101","Nicotiana obtusifolia","Desert tobacco",NA
2005-04-18,"Y101","Pittosporum",NA,NA
2005-04-18,"Y101","Plantae",NA,NA
2005-04-18,"Y101","Plantae",NA,NA
2005-04-18,"Y101","Plantae",NA,NA
2005-04-18,"Y101","Plantae",NA,NA
2005-04-18,"Y101","Plantae",NA,NA
2005-04-18,"Y101","Prosopis juliflora",NA,NA
2005-04-18,"Y101","Sonchus oleraceus","Annual Sow-thistle",NA
2005-04-18,"Y101","Verbena rigida",NA,NA
2005-03-07,"Y131","Cosmos sulphureus",NA,NA
2005-03-07,"Y131","Mentzelia lindleyi","Blazing-star",NA
2005-03-07,"Y131","Amsinckia",NA,NA
2005-03-07,"Y131","Caesalpinia gilliesii","Bird-of-Paradise Shrub",NA
2005-03-07,"Y131","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-03-07,"Y131","Filago arizonica","Fluffweed",NA
2005-03-07,"Y131","Laennecia coulteri",NA,NA
2005-03-07,"Y131","Plantae",NA,NA
2005-03-07,"Y131","Plantae",NA,NA
2005-03-07,"Y131","Plantae",NA,NA
2005-03-07,"Y131","Schismus arabicus","Schismus",NA
2005-03-07,"Y131","Ziziphus",NA,NA
2005-05-16,"Y141","Phacelia affinis",NA,NA
2005-05-16,"Y141","Bromus catharticus","Rescue Grass",NA
2005-05-16,"Y141","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-05-16,"Y141","Hordeum murinum",NA,NA
2005-05-16,"Y141","Medicago lupulina","Black Medic",NA
2005-05-16,"Y141","Medicago lupulina","Black Medic",NA
2005-05-16,"Y141","Plantae",NA,NA
2005-05-16,"Y141","Schismus barbatus","Mediterranean Grass",NA
2005-03-18,"Y151","Eragrostis mexicana","Lovegrass",NA
2005-03-18,"Y151","Bromus arizonicus","Arizona Brome",NA
2005-03-18,"Y151","Crassula connata","Pygmyweed",NA
2005-03-18,"Y151","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-03-18,"Y151","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-03-18,"Y151","Hordeum murinum",NA,NA
2005-03-18,"Y151","Lepidium lasiocarpum",NA,NA
2005-03-18,"Y151","Liliaceae",NA,NA
2005-03-18,"Y151","Liliaceae",NA,NA
2005-03-18,"Y151","Pectocarya",NA,NA
2005-03-18,"Y151","Plantae",NA,NA
2005-03-18,"Y151","Plantago ovata",NA,NA
2005-03-18,"Y151","Schismus arabicus","Schismus",NA
2005-03-18,"Y151","Vulpia octoflora","Six-weeks Fescue",NA
2005-03-18,"Y161","Sisymbrium irio","London Rocket",NA
2005-03-18,"Y161","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-03-18,"Y161","Eragrostis mexicana","Lovegrass",NA
2005-03-18,"Y161","Conyza",NA,NA
2005-03-18,"Y161","Lepidium lasiocarpum",NA,NA
2005-03-18,"Y161","Malva parviflora","Mallow, Cheese-weed",NA
2005-03-18,"Y161","Oenothera",NA,NA
2005-03-18,"Y161","Plantae",NA,NA
2005-03-18,"Y161","Plantae",NA,NA
2005-03-18,"Y161","Plantae",NA,NA
2005-03-18,"Y161","Plantae",NA,NA
2005-03-18,"Y161","Portulaca oleracea","Common Purslane",NA
2005-03-18,"Y161","Schismus arabicus","Schismus",NA
2005-04-21,"Y171","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-04-21,"Y171","Cactaceae",NA,NA
2005-04-21,"Y171","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2005-04-21,"Y171","Chenopodium murale","Nettle-leaf Goosefoot",NA
2005-04-21,"Y171","Conyza bonariensis",NA,NA
2005-04-21,"Y171","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-04-21,"Y171","Hordeum murinum",NA,NA
2005-04-21,"Y171","Lactuca serriola","Prickly Lettuce",NA
2005-04-21,"Y171","Laennecia coulteri",NA,NA
2005-04-21,"Y171","Lepidium lasiocarpum",NA,NA
2005-04-21,"Y171","Malva parviflora","Mallow, Cheese-weed",NA
2005-04-21,"Y171","Melilotus indicus","Yellow Sweetclover",NA
2005-04-21,"Y171","Monolepis nuttalliana","Patata",NA
2005-04-21,"Y171","Phalaris minor","Canary Grass",NA
2005-04-21,"Y171","Plantae",NA,NA
2005-04-21,"Y171","Salsola tragus","Tumbleweed, Russian-thistle",NA
2005-04-21,"Y171","Schismus barbatus","Mediterranean Grass",NA
2005-04-21,"Y171","Sisymbrium irio","London Rocket",NA
2005-04-21,"Y171","Sonchus",NA,NA
2005-04-21,"Y171","Sphaeralcea emoryi","Globe Mallow, Sore-eye-poppy",NA
2005-03-17,"Y181","Phacelia affinis",NA,NA
2005-03-17,"Y181","Phalaris canariensis","Canary Grass",NA
2005-03-17,"Y181","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-03-17,"Y181","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-03-17,"Y181","Dichondra micrantha",NA,NA
2005-03-17,"Y181","Lactuca serriola","Prickly Lettuce",NA
2005-03-17,"Y181","Medicago lupulina","Black Medic",NA
2005-03-17,"Y181","Oxalis corniculata","Creeping Woodsorrel",NA
2005-03-17,"Y181","Plantae",NA,NA
2005-03-17,"Y181","Plantae",NA,NA
2005-03-17,"Y181","Poaceae","grass",NA
2005-03-17,"Y181","Ranunculaceae",NA,NA
2005-03-17,"Y181","Sisymbrium irio","London Rocket",NA
2005-03-17,"Y181","Sonchus",NA,NA
2005-03-17,"Y191","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-03-17,"Y191","Eragrostis mexicana","Lovegrass",NA
2005-03-17,"Y191","Antirrhinum majus","Garden Snapdragon",NA
2005-03-17,"Y191","Chamaesyce prostrata","Groundfig Spurge",NA
2005-03-17,"Y191","Lactuca serriola","Prickly Lettuce",NA
2005-03-17,"Y191","Oligomeris linifolia","Linear-leaved Cambess",NA
2005-03-17,"Y191","Plantae",NA,NA
2005-03-17,"Y191","Plantae",NA,NA
2005-03-17,"Y191","Poaceae","grass",NA
2005-03-17,"Y191","Sisymbrium irio","London Rocket",NA
2005-03-17,"Y191","Sonchus",NA,NA
2005-02-15,"Y201","Sonchus asper","Spiny Sow-thistle",NA
2005-02-15,"Y201","Prosopis juliflora",NA,NA
2005-02-28,"Y211","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-02-28,"Y211","Amaranthus",NA,NA
2005-02-28,"Y211","Brassica tournefortii","Mustard",NA
2005-02-28,"Y211","Carpobrotus",NA,NA
2005-02-28,"Y211","Chenopodium",NA,NA
2005-02-28,"Y211","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-02-28,"Y211","Lactuca serriola","Prickly Lettuce",NA
2005-02-28,"Y211","Malva parviflora","Mallow, Cheese-weed",NA
2005-02-28,"Y211","Monolepis nuttalliana","Patata",NA
2005-02-28,"Y211","Poaceae","grass",NA
2005-02-28,"Y211","Salsola tragus","Tumbleweed, Russian-thistle",NA
2005-02-28,"Y211","Schismus arabicus","Schismus",NA
2005-02-28,"Y211","Sisymbrium irio","London Rocket",NA
2005-02-28,"Y211","Sonchus",NA,NA
2005-04-18,"Y61","Cosmos sulphureus",NA,NA
2005-04-18,"Y61","Malacothrix glabrata","Desert-dandelion",NA
2005-04-18,"Y61","Eriogonum thomasii","Wild Buckwheat",NA
2005-04-18,"Y61","Portulaca oleracea","Common Purslane",NA
2005-04-18,"Y61","Pectocarya anisacarpa",NA,NA
2005-04-18,"Y61","Eragrostis mexicana","Lovegrass",NA
2005-04-18,"Y61","Amsinckia menziesii","Menzies' fiddleneck",NA
2005-04-18,"Y61","Bowlesia incana","Hairy Bowlesia",NA
2005-04-18,"Y61","Bromus rubens","Red Brome",NA
2005-04-18,"Y61","Conyza bonariensis",NA,NA
2005-04-18,"Y61","Cryptantha",NA,NA
2005-04-18,"Y61","Cryptantha",NA,NA
2005-04-18,"Y61","Datura wrightii","Sacred Datura",NA
2005-04-18,"Y61","Daucus pusillus","Wild Carrot, Rattlesnake Weed",NA
2005-04-18,"Y61","Descurainia pinnata",NA,NA
2005-04-18,"Y61","Eragrostis cilianensis","Stink Grass",NA
2005-04-18,"Y61","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-04-18,"Y61","Eucrypta micrantha",NA,NA
2005-04-18,"Y61","Filago arizonica","Fluffweed",NA
2005-04-18,"Y61","Harpagonella palmeri","Palmers Grappling Hook",NA
2005-04-18,"Y61","Herniaria hirsuta","Burstwort",NA
2005-04-18,"Y61","Lactuca serriola","Prickly Lettuce",NA
2005-04-18,"Y61","Lepidium lasiocarpum",NA,NA
2005-04-18,"Y61","Lotus humistratus","Deer-vetch, Hill Locust",NA
2005-04-18,"Y61","Mentzelia",NA,NA
2005-04-18,"Y61","Nicotiana obtusifolia","Desert tobacco",NA
2005-04-18,"Y61","Oncosiphon piluliferum",NA,NA
2005-04-18,"Y61","Parietaria hespera","Pellitory",NA
2005-04-18,"Y61","Pectocarya recurvata",NA,NA
2005-04-18,"Y61","Pectocarya recurvata",NA,NA
2005-04-18,"Y61","Plantago patagonica","Indian-wheat",NA
2005-04-18,"Y61","Poaceae","grass",NA
2005-04-18,"Y61","Silene antirrhina","Sleepy-catchfly",NA
2005-04-18,"Y61","Sonchus",NA,NA
2005-04-18,"Y61","Triticum aestivum","Wheat",NA
2005-04-18,"Y61","Uropappus lindleyi","Silver Puffs",NA
2005-04-18,"Y61","Vulpia microstachys",NA,NA
2005-04-18,"Y61","Vulpia octoflora","Six-weeks Fescue",NA
2005-03-04,"Z101","Amsinckia menziesii","Menzies' fiddleneck",NA
2005-03-04,"Z101","Bowlesia incana","Hairy Bowlesia",NA
2005-03-04,"Z101","Bromus rubens","Red Brome",NA
2005-03-04,"Z101","Bryophyta",NA,NA
2005-03-04,"Z101","Bryophyta",NA,NA
2005-03-04,"Z101","Bryophyta",NA,NA
2005-03-04,"Z101","Caulanthus lasiophyllus","Thelypody",NA
2005-03-04,"Z101","Cirsium neomexicanum","Thistle",NA
2005-03-04,"Z101","Cryptantha muricata",NA,NA
2005-03-04,"Z101","Dichelostemma pulchellum",NA,NA
2005-03-04,"Z101","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-03-04,"Z101","Eucrypta chrysanthemifolia",NA,NA
2005-03-04,"Z101","Gilia flavocincta","Gilia",NA
2005-03-04,"Z101","Parietaria hespera","Pellitory",NA
2005-03-04,"Z101","Phacelia distans","Wild-heliotrope",NA
2005-03-04,"Z101","Pholistoma auritum",NA,NA
2005-03-04,"Z101","Plantae",NA,NA
2005-03-04,"Z101","Plantae",NA,NA
2005-03-04,"Z101","Plantae",NA,NA
2005-03-04,"Z101","Poa bigelovii","Bigelow Bluegrass",NA
2005-04-26,"Z111","Lactuca serriola","Prickly Lettuce",NA
2005-04-26,"Z111","Malacothrix glabrata","Desert-dandelion",NA
2005-04-26,"Z111","Lesquerella tenella","Bladderpod",NA
2005-04-26,"Z111","Phacelia cryptantha",NA,NA
2005-04-26,"Z111","Physalis angulata var. lanceifolia (Nees) Water.","Husk Tomato, Ground-cherry",NA
2005-04-26,"Z111","Lupinus arizonicus",NA,NA
2005-04-26,"Z111","Amsinckia menziesii","Menzies' fiddleneck",NA
2005-04-26,"Z111","Aristida adscensionis",NA,NA
2005-04-26,"Z111","Bromus rubens","Red Brome",NA
2005-04-26,"Z111","Carlowrightia arizonica",NA,NA
2005-04-26,"Z111","Cheilanthes parryi","Cloak Fern",NA
2005-04-26,"Z111","Cirsium neomexicanum","Thistle",NA
2005-04-26,"Z111","Cryptantha",NA,NA
2005-04-26,"Z111","Cryptantha",NA,NA
2005-04-26,"Z111","Erigeron lobatus","Fleabane-daisy",NA
2005-04-26,"Z111","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-04-26,"Z111","Eucrypta chrysanthemifolia",NA,NA
2005-04-26,"Z111","Gilia",NA,NA
2005-04-26,"Z111","Lepidium lasiocarpum",NA,NA
2005-04-26,"Z111","Nicotiana obtusifolia","Desert tobacco",NA
2005-04-26,"Z111","Notholaena standleyi",NA,NA
2005-04-26,"Z111","Pholistoma auritum",NA,NA
2005-04-26,"Z111","Sonchus asper","Spiny Sow-thistle",NA
2005-04-26,"Z111","Sphaeralcea ambigua","Globe Mallow",NA
2005-04-26,"Z111","Stachys coccinea",NA,NA
2005-04-26,"Z111","Uropappus lindleyi","Silver Puffs",NA
2005-04-26,"Z111","Uropappus lindleyi","Silver Puffs",NA
2005-04-26,"Z111","Vulpia octoflora","Six-weeks Fescue",NA
2005-06-06,"Z171","Phacelia affinis",NA,NA
2005-06-06,"Z171","Amaranthus",NA,NA
2005-06-06,"Z171","Chamaesyce micromera","Littleleaf Spurge",NA
2005-06-06,"Z171","Chamaesyce micromera","Littleleaf Spurge",NA
2005-06-06,"Z171","Cyclospermum leptophyllum","Marsh parsley",NA
2005-06-06,"Z171","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-06-06,"Z171","Cyperaceae",NA,NA
2005-06-06,"Z171","Dichondra micrantha",NA,NA
2005-06-06,"Z171","Eriochloa acuminata","Southwestern Cup-grass",NA
2005-06-06,"Z171","Lactuca serriola","Prickly Lettuce",NA
2005-06-06,"Z171","Malva parviflora","Mallow, Cheese-weed",NA
2005-06-06,"Z171","Medicago lupulina","Black Medic",NA
2005-06-06,"Z171","Medicago lupulina","Black Medic",NA
2005-06-06,"Z171","Plantae",NA,NA
2005-06-06,"Z171","Plantago lanceolata","Buckhorn Plantain",NA
2005-06-06,"Z171","Poaceae","grass",NA
2005-06-06,"Z171","Poaceae","grass",NA
2005-06-06,"Z171","Polygonum aviculare","Knotweed, Doorweed",NA
2005-06-06,"Z171","Solanum elaeagnifolium",NA,NA
2005-06-06,"Z171","Sonchus oleraceus","Annual Sow-thistle",NA
2005-06-06,"Z171","Tribulus terrestris","Puncture Vine, Bullheads",NA
2005-05-10,"Z181","Juncus bufonius","Toad Rush",NA
2005-05-10,"Z181","Phacelia affinis",NA,NA
2005-05-10,"Z181","Sonchus asper","Spiny Sow-thistle",NA
2005-05-10,"Z181","Bromus catharticus","Rescue Grass",NA
2005-05-10,"Z181","Convolvulus arvensis","Field Bindweed",NA
2005-05-10,"Z181","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-05-10,"Z181","Dichondra micrantha",NA,NA
2005-05-10,"Z181","Herniaria hirsuta","Burstwort",NA
2005-05-10,"Z181","Lactuca serriola","Prickly Lettuce",NA
2005-05-10,"Z181","Lolium perenne","Italian Ryegrass",NA
2005-05-10,"Z181","Malva parviflora","Mallow, Cheese-weed",NA
2005-05-10,"Z181","Medicago lupulina","Black Medic",NA
2005-05-10,"Z181","Oxalis corniculata","Creeping Woodsorrel",NA
2005-05-10,"Z181","Plantae",NA,NA
2005-05-10,"Z181","Plantae",NA,NA
2005-05-10,"Z181","Plantae",NA,NA
2005-05-10,"Z181","Polygonum aviculare","Knotweed, Doorweed",NA
2005-05-10,"Z181","Sonchus",NA,NA
2005-05-10,"Z181","Taraxacum officinale",NA,NA
2005-05-10,"Z181","Torilis nodosa",NA,NA
2005-03-17,"Z191","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-03-17,"Z191","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2005-03-17,"Z191","Hordeum murinum",NA,NA
2005-03-17,"Z191","Lactuca serriola","Prickly Lettuce",NA
2005-03-17,"Z191","Lactuca serriola","Prickly Lettuce",NA
2005-03-17,"Z191","Malva parviflora","Mallow, Cheese-weed",NA
2005-03-17,"Z191","Poa annua","Annual Bluegrass",NA
2005-03-17,"Z191","Prosopis juliflora",NA,NA
2005-03-17,"Z191","Pseudognaphalium",NA,NA
2005-03-17,"Z191","Sisymbrium irio","London Rocket",NA
2005-05-25,"Z201","Lactuca serriola","Prickly Lettuce",NA
2005-05-25,"Z201","Asteraceae",NA,NA
2005-05-25,"Z201","Carissa macrocarpa",NA,NA
2005-05-25,"Z201","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2005-05-25,"Z201","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-05-25,"Z201","Echinochloa colona","Jungle-rice, Cockspur",NA
2005-05-25,"Z201","Herniaria hirsuta","Burstwort",NA
2005-05-25,"Z201","Hordeum murinum",NA,NA
2005-05-25,"Z201","Lactuca serriola","Prickly Lettuce",NA
2005-05-25,"Z201","Lolium perenne","Italian Ryegrass",NA
2005-05-25,"Z201","Medicago lupulina","Black Medic",NA
2005-05-25,"Z201","Myoporum parvifolium","Large-leaved Myoporum",NA
2005-05-25,"Z201","Oxalis corniculata","Creeping Woodsorrel",NA
2005-05-25,"Z201","Sonchus asper","Spiny Sow-thistle",NA
2005-02-28,"Z211","Phacelia affinis",NA,NA
2005-02-28,"Z211","Sonchus asper","Spiny Sow-thistle",NA
2005-02-28,"Z211","Allium",NA,NA
2005-02-28,"Z211","Bromus catharticus","Rescue Grass",NA
2005-02-28,"Z211","Lactuca serriola","Prickly Lettuce",NA
2005-02-28,"Z211","Lamiaceae",NA,NA
2005-02-28,"Z211","Lamium amplexicaule","Henbit",NA
2005-02-28,"Z211","Malva parviflora","Mallow, Cheese-weed",NA
2005-02-28,"Z211","Medicago lupulina","Black Medic",NA
2005-02-28,"Z211","Monocotyledoneae",NA,NA
2005-02-28,"Z211","Oxalis corniculata","Creeping Woodsorrel",NA
2005-02-28,"Z211","Plantae",NA,NA
2005-02-28,"Z211","Plantae",NA,NA
2005-02-28,"Z211","Plantae",NA,NA
2005-02-28,"Z211","Plantae",NA,NA
2005-02-28,"Z211","Plantae",NA,NA
2005-02-28,"Z211","Plantae",NA,NA
2005-02-28,"Z211","Plantae",NA,NA
2005-02-28,"Z211","Plantae",NA,NA
2005-02-28,"Z211","Poa annua","Annual Bluegrass",NA
2005-02-28,"Z211","Poa annua","Annual Bluegrass",NA
2005-02-28,"Z211","Poaceae","grass",NA
2005-02-28,"Z211","Sonchus",NA,NA
2005-02-28,"Z211","Sonchus oleraceus","Annual Sow-thistle",NA
2005-02-28,"Z211","Stellaria",NA,NA
2005-02-28,"Z211","Stellaria media",NA,NA
2005-02-28,"Z211","Taraxacum",NA,NA
2005-02-28,"Z211","Veronica arvensis",NA,NA
2005-02-28,"Z211","Viola",NA,NA
2005-02-28,"Z211","Viola",NA,NA
2005-02-28,"Z211","Wisteria sinensis","Chinese wisteria",NA
2005-04-15,"Z231","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-04-15,"Z231","Eragrostis mexicana","Lovegrass",NA
2005-04-15,"Z231","Asteraceae",NA,NA
2005-04-15,"Z231","Asteraceae",NA,NA
2005-04-15,"Z231","Bromus rubens","Red Brome",NA
2005-04-15,"Z231","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2005-04-15,"Z231","Chenopodiaceae",NA,NA
2005-04-15,"Z231","Conyza canadensis","Horseweed",NA
2005-04-15,"Z231","Cyclospermum leptophyllum","Marsh parsley",NA
2005-04-15,"Z231","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-04-15,"Z231","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-04-15,"Z231","Hordeum murinum",NA,NA
2005-04-15,"Z231","Lactuca serriola","Prickly Lettuce",NA
2005-04-15,"Z231","Malva parviflora","Mallow, Cheese-weed",NA
2005-04-15,"Z231","Melilotus indicus","Yellow Sweetclover",NA
2005-04-15,"Z231","Monolepis",NA,NA
2005-04-15,"Z231","Monolepis nuttalliana","Patata",NA
2005-04-15,"Z231","Salsola tragus","Tumbleweed, Russian-thistle",NA
2005-04-15,"Z231","Schismus barbatus","Mediterranean Grass",NA
2005-04-15,"Z231","Sisymbrium irio","London Rocket",NA
2005-04-15,"Z231","Sonchus oleraceus","Annual Sow-thistle",NA
2005-04-15,"Z231","Tribulus terrestris","Puncture Vine, Bullheads",NA
2010-04-16,"AA111","Lepidium lasiocarpum",NA,1
2010-04-16,"AA111","Phacelia distans","Wild-heliotrope",1
2010-04-16,"AA111","Perityle emoryi",NA,1
2010-04-16,"AA111","Rafinesquia neomexicana","Desert-chicory",1
2010-04-16,"AA111","Schismus barbatus","Mediterranean Grass",1
2010-04-16,"AA111","Cryptantha maritima",NA,1
2010-04-16,"AA111","Lotus salsuginosus","Deer-vetch",1
2010-04-16,"AA111","Gilia",NA,1
2010-04-16,"AA111","Brassica tournefortii","Mustard",1
2010-03-02,"AA171","Cynodon dactylon","Bermuda Grass, Tiff green",0
2010-03-02,"AA171","Taraxacum officinale",NA,0
2010-03-02,"AA171","Malva parviflora","Mallow, Cheese-weed",0
2010-03-02,"AA171","Sinapis arvensis",NA,0
2010-03-02,"AA171","unknown 1","unknown 1",0
2010-03-02,"AA171","unknown 2","unknown 2",0
2010-03-02,"AA171","Pectocarya",NA,0
2010-03-02,"AA171","Schismus arabicus","Schismus",0
2010-03-02,"AA171","Monolepis nuttalliana","Patata",0
2010-03-02,"AA171","Sonchus",NA,0
2010-03-02,"AA171","Erodium cicutarium","Red-stemmed Filaree, Heronbill",0
2010-03-02,"AA171","Herniaria hirsuta","Burstwort",0
2010-03-02,"AA171","Sisymbrium irio","London Rocket",0
2010-03-02,"AA171","Stephanomeria pauciflora","Wire-lettuce",0
2010-05-13,"AA181","Sisymbrium irio","London Rocket",5
2010-05-13,"AA181","Lactuca serriola","Prickly Lettuce",5
2010-05-13,"AA181","Cynodon dactylon","Bermuda Grass, Tiff green",5
2010-05-13,"AA181","Malva parviflora","Mallow, Cheese-weed",5
2010-05-13,"AA181","Sonchus oleraceus","Annual Sow-thistle",5
2010-05-13,"AA181","Hedypnois cretica",NA,5
2010-05-13,"AA181","Boerhavia coccinea","Red Spiderling",5
2010-05-13,"AA181","Lactuca serriola","Prickly Lettuce",5
2010-04-29,"AA191","Oncosiphon piluliferum",NA,12.5
2010-04-29,"AA191","Castilleja exserta","Owl-clover",12.5
2010-04-29,"AA191","Eschscholzia californica",NA,12.5
2010-04-29,"AA191","Sisymbrium irio","London Rocket",12.5
2010-04-29,"AA191","Hordeum murinum",NA,12.5
2010-04-29,"AA191","Sonchus oleraceus","Annual Sow-thistle",12.5
2010-04-29,"AA191","Phacelia crenulata",NA,12.5
2010-04-29,"AA191","Salsola tragus","Tumbleweed, Russian-thistle",12.5
2010-04-29,"AA191","Malva parviflora","Mallow, Cheese-weed",12.5
2010-04-29,"AA191","Taraxacum officinale",NA,12.5
2010-04-29,"AA191","Baccharis sarothroides","Desert-broom",12.5
2010-04-29,"AA191","Baccharis sarothroides","Desert-broom",12.5
2010-04-29,"AA191","Atriplex elegans","Salton Saltbush, Wheel-scale",12.5
2010-06-07,"AA201","Solanum elaeagnifolium",NA,3
2010-06-07,"AA201","Lactuca serriola","Prickly Lettuce",3
2010-06-07,"AA201","Salsola tragus","Tumbleweed, Russian-thistle",3
2010-06-07,"AA201","Malva parviflora","Mallow, Cheese-weed",3
2010-06-07,"AA201","Cynodon dactylon","Bermuda Grass, Tiff green",3
2010-06-07,"AA201","Sisymbrium irio","London Rocket",3
2010-06-07,"AA201","Convolvulus arvensis","Field Bindweed",3
2010-06-21,"AA211","Lactuca serriola","Prickly Lettuce",0
2010-06-21,"AA211","Lactuca serriola","Prickly Lettuce",0
2010-06-21,"AA211","Lactuca serriola","Prickly Lettuce",0
2010-06-21,"AA211","Poaceae","grass",0
2010-06-21,"AA211","Chamaesyce albomarginata","Sand-mat, Spurge",0
2010-06-21,"AA211","Sonchus oleraceus","Annual Sow-thistle",0
2010-06-21,"AA211","Chamaesyce capitellata","Spurge",0
2010-06-21,"AA211","Chamaesyce",NA,0
2010-03-29,"AA91","Dichelostemma capitatum","Bluedicks",0.5
2010-03-29,"AA91","Chamaesyce melanadenia","Spurge",0.5
2010-03-29,"AA91","Silene antirrhina","Sleepy-catchfly",0.5
2010-03-29,"AA91","Poa bigelovii","Bigelow Bluegrass",0.5
2010-03-29,"AA91","Cryptantha",NA,0.5
2010-03-29,"AA91","Bromus rubens","Red Brome",0.5
2010-03-29,"AA91","Oncosiphon piluliferum",NA,0.5
2010-03-29,"AA91","Phacelia distans","Wild-heliotrope",0.5
2010-03-29,"AA91","Thysanocarpus curvipes","Lace-pod",0.5
2010-03-29,"AA91","Schismus arabicus","Schismus",0.5
2010-03-29,"AA91","Eucrypta micrantha",NA,0.5
2010-03-29,"AA91","Amsinckia menziesii","Menzies' fiddleneck",0.5
2010-03-29,"AA91","Amsinckia menziesii","Menzies' fiddleneck",0.5
2010-03-29,"AA91","Uropappus lindleyi","Silver Puffs",0.5
2010-03-29,"AA91","Plagiobothrys arizonicus","Bloodweed",0.5
2010-03-29,"AA91","Pectocarya recurvata",NA,0.5
2010-03-29,"AA91","Erodium cicutarium","Red-stemmed Filaree, Heronbill",0.5
2010-03-29,"AA91","Eriogonum palmerianum","Wild Buckwheat",0.5
2010-03-29,"AA91","Parietaria hespera","Pellitory",0.5
2010-03-29,"AA91","Sonchus",NA,0.5
2010-03-29,"AA91","Lotus humistratus","Deer-vetch, Hill Locust",0.5
2010-03-29,"AA91","Bowlesia incana","Hairy Bowlesia",0.5
2010-03-29,"AA91","Salvia columbariae","Chia",0.5
2010-03-29,"AA91","Filago",NA,0.5
2010-03-29,"AA91","Crassula connata","Pygmyweed",0.5
2010-03-29,"AA91","Eriastrum diffusum",NA,0.5
2010-03-29,"AA91","Plagiobothrys arizonicus","Bloodweed",0.5
2010-03-29,"AA91","Lasthenia californica","Goldfields",0.5
2010-03-29,"AA91","Gilia flavocincta","Gilia",0.5
2010-03-29,"AA91","Mentzelia pumila",NA,0.5
2010-03-29,"AA91","unknown 3","unknown 3",0.5
2010-04-21,"AB101","Erodium cicutarium","Red-stemmed Filaree, Heronbill",36.75
2010-04-21,"AB101","Castilleja exserta","Owl-clover",36.75
2010-04-21,"AB101","Lupinus sparsiflorus","Lupine",36.75
2010-04-21,"AB101","Chorizanthe brevicornu","Brittle Spineflower",36.75
2010-04-21,"AB101","Plantago patagonica","Indian-wheat",36.75
2010-04-21,"AB101","Amsinckia menziesii","Menzies' fiddleneck",36.75
